;; ;;Palgainfo;;;Ettevõtete arv;;;;Töötajatega ettevõtete arv  ;;;Käibemaksuinfo;;;;Tööjõumaksud;
KUU;MAAKOND;KOHALIK OMAVALITSUS;TEGEVUSALA;Keskmine palk sellel tegevusalal omavalitsuse territooriumil tegutsevates ettevõtetes (eurodes);Keskmine palk Eestis (eurodes);Keskmine palk sellel tegevusalal (eurodes);Juriidiliste isikute arv omavalitsuses;Tegutsevate ettevõtete arv omavalitsuses;Tegutsevate ettevõtete arv Eestis;Tegutsevate ettevõtete arv sellel tegevusalal  ;Töötajatega ettevõtete arv omavalitsuses;Töötajatega ettevõtete arv Eestis;Töötajatega ettevõtete arv sellel tegevusalal Eestis;Deklaratsiooni KMD esitavate juriidiliste isikute arv omavalitsuses;Käive kokku (eurodes);Eksport  (eurodes);Tasumisele kuuluv käibemaks (eurodes);Omavalitsuse tööandjate deklaratsioonis TSD märgitud töötajate arv;Omavalitsuse tööandjate  deklareeritud tööjõumaksud (eurodes)
1;Viljandi maakond;VILJANDI VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1430;1987;1678;233;111;93709;16421;69;61219;10798;138;5714439;734954;282270;293;184141
1;Viljandi maakond;VILJANDI VALD;VEONDUS JA LAONDUS;1760;1987;1733;70;31;93709;5322;22;61219;4051;37;2170939;9900;179209;388;338305
1;Viljandi maakond;VILJANDI VALD;MAJUTUS JA TOITLUSTUS;1082;1987;1286;44;20;93709;3159;14;61219;2443;22;280941;0;6548;79;33505
1;Viljandi maakond;VILJANDI VALD;INFO JA SIDE;1724;1987;3378;47;11;93709;7933;4;61219;3479;17;60271;0;5178;6;3513
1;Viljandi maakond;VILJANDI VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1378;1987;2920;20;4;93709;1066;2;61219;730;2;4650;0;-3106;5;2675
1;Viljandi maakond;VILJANDI VALD;KINNISVARAALANE TEGEVUS;1647;1987;1417;108;24;93709;6953;9;61219;2934;36;247066;0;-10265;14;5568
1;Viljandi maakond;VILJANDI VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1657;1987;2330;149;48;93709;14046;23;61219;7988;53;191558;0;16524;33;17837
1;Viljandi maakond;VILJANDI VALD;HALDUS- JA ABITEGEVUSED;1497;1987;1848;103;32;93709;5185;12;61219;3243;43;334463;25759;25206;29;19935
1;Viljandi maakond;VILJANDI VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";;1987;2215;2;;93709;;;61219;;0;0;0;0;;
1;Viljandi maakond;VILJANDI VALD;HARIDUS;1857;1987;2265;53;9;93709;1420;7;61219;998;6;66319;0;6714;130;112796
1;Viljandi maakond;VILJANDI VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2323;1987;2673;32;5;93709;1715;5;61219;1613;2;3830271;0;6366;1119;1076026
1;Viljandi maakond;VILJANDI VALD;KUNST, MEELELAHUTUS JA VABA AEG;1061;1987;1652;166;18;93709;2338;11;61219;1376;17;92473;0;8899;25;8963
1;Viljandi maakond;VILJANDI VALD;MUUD TEENINDAVAD TEGEVUSED;1192;1987;1365;200;36;93709;4429;32;61219;3685;27;80994;0;1638;115;51452
1;Viljandi maakond;VILJANDI VALD;Tegevusala määramata;;1987;1712;3;;93709;14;;61219;9;0;0;0;0;;
1;Võru maakond;ANTSLA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1039;1987;1508;111;45;93709;3856;32;61219;2714;63;528611;0;21345;70;27847
1;Võru maakond;ANTSLA VALD;TÖÖTLEV TÖÖSTUS;1191;1987;1689;36;18;93709;7120;14;61219;5613;26;2172219;355238;-197872;310;169345
1;Võru maakond;ANTSLA VALD;EHITUS;1241;1987;1696;94;43;93709;11688;32;61219;9059;58;312286;0;-11511;101;54261
1;Võru maakond;ANTSLA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1240;1987;1678;63;24;93709;16421;17;61219;10798;33;1039117;9360;8901;117;50678
1;Võru maakond;ANTSLA VALD;VEONDUS JA LAONDUS;1157;1987;1733;17;9;93709;5322;9;61219;4051;11;606531;0;-9936;74;36344
1;Võru maakond;ANTSLA VALD;MAJUTUS JA TOITLUSTUS;707;1987;1286;21;9;93709;3159;8;61219;2443;10;24969;0;-4003;23;4692
1;Võru maakond;ANTSLA VALD;INFO JA SIDE;;1987;3378;15;2;93709;7933;;61219;3479;5;12870;0;1253;;
1;Võru maakond;ANTSLA VALD;KINNISVARAALANE TEGEVUS;1267;1987;1417;24;7;93709;6953;2;61219;2934;9;88731;0;629;3;627
1;Võru maakond;ANTSLA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;796;1987;2330;40;6;93709;14046;6;61219;7988;8;2594;0;88;6;2149
1;Võru maakond;ANTSLA VALD;HALDUS- JA ABITEGEVUSED;762;1987;1848;19;2;93709;5185;1;61219;3243;5;9429;0;1697;1;210
1;Võru maakond;ANTSLA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1460;1987;2215;2;;93709;;;61219;;0;0;0;0;189;128316
1;Võru maakond;ANTSLA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1473;1987;2673;7;2;93709;1715;2;61219;1613;0;0;0;0;26;16527
1;Võru maakond;ANTSLA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1413;1987;1652;52;3;93709;2338;1;61219;1376;6;3192;0;73;5;1843
1;Võru maakond;ANTSLA VALD;MUUD TEENINDAVAD TEGEVUSED;848;1987;1365;54;7;93709;4429;7;61219;3685;4;22532;0;870;15;4094
1;Võru maakond;ANTSLA VALD;Tegevusala määramata;;1987;1712;2;;93709;14;;61219;9;0;0;0;0;;
1;Võru maakond;RÕUGE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1304;1987;1508;166;56;93709;3856;32;61219;2714;109;1555929;0;41566;76;41032
1;Võru maakond;RÕUGE VALD;TÖÖTLEV TÖÖSTUS;1196;1987;1689;68;32;93709;7120;26;61219;5613;38;1580440;0;31797;211;109165
1;Võru maakond;RÕUGE VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;1987;1832;1;;93709;261;;61219;213;0;0;0;0;;
1;Võru maakond;RÕUGE VALD;EHITUS;1065;1987;1696;100;40;93709;11688;28;61219;9059;60;168847;0;1944;56;22455
1;Võru maakond;RÕUGE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;2052;1987;1678;65;28;93709;16421;11;61219;10798;39;809567;0;-92975;40;40005
1;Võru maakond;RÕUGE VALD;VEONDUS JA LAONDUS;1215;1987;1733;21;8;93709;5322;7;61219;4051;9;288588;0;-76;14;5969
1;Võru maakond;RÕUGE VALD;MAJUTUS JA TOITLUSTUS;1246;1987;1286;49;20;93709;3159;15;61219;2443;26;70007;0;-13157;39;17441
1;Võru maakond;RÕUGE VALD;INFO JA SIDE;1302;1987;3378;29;8;93709;7933;5;61219;3479;12;38315;0;6209;5;2167
1;Võru maakond;RÕUGE VALD;FINANTS- JA KINDLUSTUSTEGEVUS;;1987;2920;8;;93709;1066;;61219;730;1;0;0;0;;
1;Võru maakond;RÕUGE VALD;KINNISVARAALANE TEGEVUS;1183;1987;1417;35;12;93709;6953;6;61219;2934;13;113321;0;2923;8;4004
1;Võru maakond;RÕUGE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1495;1987;2330;77;24;93709;14046;18;61219;7988;30;39983;0;510;22;10314
1;Võru maakond;RÕUGE VALD;HALDUS- JA ABITEGEVUSED;1201;1987;1848;45;12;93709;5185;7;61219;3243;19;123103;0;18432;26;13890
1;Võru maakond;RÕUGE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1460;1987;2215;4;;93709;;;61219;;1;0;0;0;251;162846
1;Võru maakond;RÕUGE VALD;HARIDUS;1385;1987;2265;55;2;93709;1420;2;61219;998;4;2629;0;256;16;5475
1;Võru maakond;RÕUGE VALD;KUNST, MEELELAHUTUS JA VABA AEG;817;1987;1652;93;5;93709;2338;2;61219;1376;9;3420;0;-350;3;1064
1;Võru maakond;RÕUGE VALD;MUUD TEENINDAVAD TEGEVUSED;925;1987;1365;107;12;93709;4429;10;61219;3685;6;51089;0;3250;25;7724
1;Võru maakond;RÕUGE VALD;Tegevusala määramata;2400;1987;1712;3;;93709;14;;61219;9;0;0;0;0;1;549
1;Võru maakond;SETOMAA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1046;1987;1508;88;35;93709;3856;26;61219;2714;59;382311;0;17387;63;28507
1;Võru maakond;SETOMAA VALD;TÖÖTLEV TÖÖSTUS;1666;1987;1689;38;15;93709;7120;12;61219;5613;21;1627653;269844;25641;143;117819
1;Võru maakond;SETOMAA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;;1987;2532;4;;93709;661;;61219;172;1;0;0;-19;;
1;Võru maakond;SETOMAA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";;1987;1832;1;;93709;261;;61219;213;0;0;0;0;;
1;Võru maakond;SETOMAA VALD;EHITUS;1055;1987;1696;54;23;93709;11688;19;61219;9059;27;149915;0;-24895;40;15434
1;Võru maakond;SETOMAA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1117;1987;1678;33;15;93709;16421;8;61219;10798;16;68302;0;-1025;11;4419
1;Võru maakond;SETOMAA VALD;VEONDUS JA LAONDUS;1150;1987;1733;19;10;93709;5322;9;61219;4051;14;91594;0;-56;24;13127
1;Võru maakond;SETOMAA VALD;MAJUTUS JA TOITLUSTUS;1175;1987;1286;31;8;93709;3159;7;61219;2443;11;83350;0;1374;30;13680
1;Võru maakond;SETOMAA VALD;INFO JA SIDE;1473;1987;3378;15;4;93709;7933;2;61219;3479;7;33830;0;2520;4;1586
1;Võru maakond;SETOMAA VALD;KINNISVARAALANE TEGEVUS;1495;1987;1417;23;5;93709;6953;1;61219;2934;5;50676;0;2348;1;797
1;Võru maakond;SETOMAA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2251;1987;2330;37;10;93709;14046;5;61219;7988;12;58761;0;10178;6;4940
1;Võru maakond;SETOMAA VALD;HALDUS- JA ABITEGEVUSED;725;1987;1848;21;5;93709;5185;1;61219;3243;8;21460;0;-6438;1;269
1;Võru maakond;SETOMAA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1478;1987;2215;4;;93709;;;61219;;0;0;0;0;191;109201
1;Võru maakond;SETOMAA VALD;HARIDUS;820;1987;2265;17;2;93709;1420;1;61219;998;1;1514;0;160;1;334
1;Võru maakond;SETOMAA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1419;1987;2673;7;3;93709;1715;3;61219;1613;1;194123;0;-6551;118;66304
1;Võru maakond;SETOMAA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1125;1987;1652;76;3;93709;2338;3;61219;1376;9;77629;0;11015;28;13568
1;Võru maakond;SETOMAA VALD;MUUD TEENINDAVAD TEGEVUSED;938;1987;1365;92;3;93709;4429;2;61219;3685;6;31545;0;-225;17;6482
1;Võru maakond;SETOMAA VALD;Tegevusala määramata;;1987;1712;4;;93709;14;;61219;9;0;0;0;0;;
1;Võru maakond;VÕRU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1040;1987;1508;240;100;93709;3856;74;61219;2714;153;2051536;0;131730;262;118801
1;Võru maakond;VÕRU VALD;MÄETÖÖSTUS;1177;1987;2043;4;3;93709;122;3;61219;101;3;78561;0;4179;36;20106
1;Võru maakond;VÕRU VALD;TÖÖTLEV TÖÖSTUS;1899;1987;1689;152;78;93709;7120;63;61219;5613;100;15913807;2535265;-269359;949;928805
1;Võru maakond;VÕRU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1366;1987;2532;7;3;93709;661;2;61219;172;5;329058;0;-23012;56;36967
1;Võru maakond;VÕRU VALD;EHITUS;1215;1987;1696;214;101;93709;11688;75;61219;9059;126;599799;0;5832;186;92954
1;Võru maakond;VÕRU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1234;1987;1678;173;76;93709;16421;47;61219;10798;97;1477382;918;2461;148;76354
1;Võru maakond;VÕRU VALD;VEONDUS JA LAONDUS;979;1987;1733;41;26;93709;5322;20;61219;4051;27;567008;0;17938;85;26970
1;Võru maakond;VÕRU VALD;MAJUTUS JA TOITLUSTUS;1147;1987;1286;45;19;93709;3159;14;61219;2443;20;336844;0;38030;59;24427
1;Võru maakond;VÕRU VALD;INFO JA SIDE;1662;1987;3378;37;12;93709;7933;8;61219;3479;16;59685;0;5716;10;4523
1;Võru maakond;VÕRU VALD;KINNISVARAALANE TEGEVUS;987;1987;1417;82;21;93709;6953;11;61219;2934;19;265372;0;7054;12;3921
1;Võru maakond;VÕRU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1381;1987;2330;117;40;93709;14046;26;61219;7988;36;179476;0;4946;38;18524
1;Võru maakond;VÕRU VALD;HALDUS- JA ABITEGEVUSED;1172;1987;1848;85;26;93709;5185;12;61219;3243;37;181158;0;6257;46;18602
1;Võru maakond;VÕRU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";;1987;2215;2;;93709;;;61219;;0;0;0;0;;
1;Võru maakond;VÕRU VALD;HARIDUS;1845;1987;2265;48;8;93709;1420;7;61219;998;6;42399;0;4423;96;75931
1;Võru maakond;VÕRU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2308;1987;2673;23;8;93709;1715;8;61219;1613;2;1999933;0;452;615;566573
1;Võru maakond;VÕRU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1506;1987;1652;105;6;93709;2338;3;61219;1376;10;62546;0;4477;24;12379
1;Võru maakond;VÕRU VALD;MUUD TEENINDAVAD TEGEVUSED;990;1987;1365;151;27;93709;4429;23;61219;3685;17;171756;0;20099;36;9841
1;Võru maakond;VÕRU VALD;Tegevusala määramata;741;1987;1712;6;;93709;14;;61219;9;0;0;0;0;10;890
1;Võru maakond;VÕRU LINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1725;1987;1508;88;44;93709;3856;30;61219;2714;56;2556548;163592;121589;145;114081
1;Võru maakond;VÕRU LINN;TÖÖTLEV TÖÖSTUS;1350;1987;1689;134;77;93709;7120;66;61219;5613;92;6630810;221960;16200;939;587289
1;Võru maakond;VÕRU LINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1832;1987;2532;4;2;93709;661;1;61219;172;3;1037000;0;94201;46;44862
1;Võru maakond;VÕRU LINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1655;1987;1832;7;4;93709;261;2;61219;213;6;291869;0;17739;29;23042
1;Võru maakond;VÕRU LINN;EHITUS;1559;1987;1696;240;103;93709;11688;80;61219;9059;135;1624322;0;32035;339;237606
1;Võru maakond;VÕRU LINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1345;1987;1678;255;121;93709;16421;90;61219;10798;148;15031243;50598;673793;1418;856049
1;Võru maakond;VÕRU LINN;VEONDUS JA LAONDUS;1451;1987;1733;53;26;93709;5322;21;61219;4051;30;1803847;4000;-34757;189;134617
1;Võru maakond;VÕRU LINN;MAJUTUS JA TOITLUSTUS;1031;1987;1286;50;24;93709;3159;17;61219;2443;33;594537;0;-3533;130;52884
1;Võru maakond;VÕRU LINN;INFO JA SIDE;1842;1987;3378;58;24;93709;7933;14;61219;3479;24;316092;0;16901;29;17141
1;Võru maakond;VÕRU LINN;FINANTS- JA KINDLUSTUSTEGEVUS;2616;1987;2920;28;2;93709;1066;1;61219;730;3;2675;0;569;1;16
1;Võru maakond;VÕRU LINN;KINNISVARAALANE TEGEVUS;1570;1987;1417;207;42;93709;6953;21;61219;2934;53;497260;0;24474;38;15173
1;Võru maakond;VÕRU LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1645;1987;2330;190;61;93709;14046;46;61219;7988;62;348516;0;21566;112;72461
1;Võru maakond;VÕRU LINN;HALDUS- JA ABITEGEVUSED;1179;1987;1848;103;31;93709;5185;21;61219;3243;37;514229;0;41451;139;54694
1;Võru maakond;VÕRU LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1538;1987;2215;4;;93709;;;61219;;0;0;0;0;560;395141
1;Võru maakond;VÕRU LINN;HARIDUS;1550;1987;2265;50;4;93709;1420;2;61219;998;6;51671;0;6905;479;346171
1;Võru maakond;VÕRU LINN;TERVISHOID JA SOTSIAALHOOLEKANNE;1869;1987;2673;44;19;93709;1715;19;61219;1613;2;49594;0;1867;180;129724
1;Võru maakond;VÕRU LINN;KUNST, MEELELAHUTUS JA VABA AEG;1277;1987;1652;131;14;93709;2338;13;61219;1376;14;163194;0;9665;90;44480
1;Võru maakond;VÕRU LINN;MUUD TEENINDAVAD TEGEVUSED;1012;1987;1365;200;41;93709;4429;35;61219;3685;19;95621;0;10461;67;18692
2;Harju maakond;ANIJA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1782;1990;1537;68;21;94801;3921;13;61265;2697;39;721694;0;21452;40;37507
2;Harju maakond;ANIJA VALD;MÄETÖÖSTUS;;1990;2023;1;;94801;125;;61265;102;1;0;0;0;;
2;Harju maakond;ANIJA VALD;TÖÖTLEV TÖÖSTUS;1575;1990;1777;75;38;94801;7202;32;61265;5634;50;6200883;961376;-449853;605;475974
2;Harju maakond;ANIJA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1164;1990;2631;8;4;94801;671;2;61265;176;4;181976;0;10557;3;1368
2;Harju maakond;ANIJA VALD;EHITUS;1328;1990;1672;105;45;94801;11805;37;61265;9005;59;468529;0;23291;87;46038
2;Harju maakond;ANIJA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1117;1990;1690;100;43;94801;16528;27;61265;10832;53;735264;0;24384;77;36125
2;Harju maakond;ANIJA VALD;VEONDUS JA LAONDUS;1094;1990;1744;38;22;94801;5379;14;61265;4050;26;260877;0;7147;28;11065
2;Harju maakond;ANIJA VALD;MAJUTUS JA TOITLUSTUS;813;1990;1240;33;10;94801;3195;7;61265;2434;14;87583;0;2735;17;4055
2;Harju maakond;ANIJA VALD;INFO JA SIDE;1381;1990;3416;36;8;94801;8079;6;61265;3502;15;53779;0;5905;9;4530
2;Harju maakond;ANIJA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1707;1990;3137;9;2;94801;1071;2;61265;732;3;13815;0;-24;2;1804
2;Harju maakond;ANIJA VALD;KINNISVARAALANE TEGEVUS;1999;1990;1490;49;12;94801;7026;9;61265;2938;14;75210;0;-1591;15;12869
2;Harju maakond;ANIJA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1395;1990;2385;74;19;94801;14278;13;61265;7992;22;47360;0;2127;14;6812
2;Harju maakond;ANIJA VALD;HALDUS- JA ABITEGEVUSED;1208;1990;1879;49;13;94801;5226;11;61265;3252;13;131108;0;9054;29;17011
2;Harju maakond;ANIJA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1539;1990;2119;2;;94801;;;61265;;0;0;0;0;312;247997
2;Harju maakond;ANIJA VALD;HARIDUS;820;1990;2210;27;;94801;1423;;61265;993;1;0;0;0;1;334
2;Harju maakond;ANIJA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2901;1990;2504;7;2;94801;1730;2;61265;1624;0;0;0;0;17;21072
2;Harju maakond;ANIJA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1283;1990;1650;84;7;94801;2403;4;61265;1384;10;106958;0;9668;23;10484
2;Harju maakond;ANIJA VALD;MUUD TEENINDAVAD TEGEVUSED;1021;1990;1412;92;16;94801;4464;14;61265;3695;8;51246;0;-2393;27;10595
2;Harju maakond;ANIJA VALD;Tegevusala määramata;;1990;1553;3;;94801;15;;61265;10;0;0;0;0;;
2;Harju maakond;HARKU VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1785;1990;1537;62;15;94801;3921;9;61265;2697;18;697256;0;30524;35;32211
2;Harju maakond;HARKU VALD;MÄETÖÖSTUS;2252;1990;2023;7;4;94801;125;3;61265;102;5;163175;0;-30495;30;36315
2;Harju maakond;HARKU VALD;TÖÖTLEV TÖÖSTUS;1944;1990;1777;216;99;94801;7202;67;61265;5634;120;10925625;608967;-75397;909;909889
2;Harju maakond;HARKU VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;820;1990;2631;10;7;94801;671;1;61265;176;7;14393;0;1348;1;465
2;Harju maakond;HARKU VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2116;1990;1859;20;3;94801;260;1;61265;213;6;1022919;0;57706;55;54609
2;Harju maakond;HARKU VALD;EHITUS;1695;1990;1672;474;234;94801;11805;170;61265;9005;280;5241790;0;234456;634;520055
2;Harju maakond;HARKU VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1851;1990;1690;632;245;94801;16528;127;61265;10832;354;12860060;779757;625223;436;356470
2;Harju maakond;HARKU VALD;VEONDUS JA LAONDUS;1432;1990;1744;171;76;94801;5379;51;61265;4050;87;3686389;275290;61173;355;239566
2;Harju maakond;HARKU VALD;MAJUTUS JA TOITLUSTUS;1152;1990;1240;83;31;94801;3195;23;61265;2434;36;452647;0;26393;100;44611
2;Harju maakond;HARKU VALD;INFO JA SIDE;1797;1990;3416;355;116;94801;8079;58;61265;3502;163;618233;650;56675;76;58732
2;Harju maakond;HARKU VALD;FINANTS- JA KINDLUSTUSTEGEVUS;990;1990;3137;271;13;94801;1071;5;61265;732;21;86143;0;-359;6;2554
2;Harju maakond;HARKU VALD;KINNISVARAALANE TEGEVUS;2351;1990;1490;436;94;94801;7026;41;61265;2938;130;1061771;0;16788;54;27751
2;Harju maakond;HARKU VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1533;1990;2385;798;281;94801;14278;153;61265;7992;334;3894961;29547;489108;214;130246
2;Harju maakond;HARKU VALD;HALDUS- JA ABITEGEVUSED;1557;1990;1879;273;87;94801;5226;57;61265;3252;106;1400915;0;76960;236;111290
2;Harju maakond;HARKU VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1976;1990;2119;6;;94801;;;61265;;1;750;0;-624;690;658599
2;Harju maakond;HARKU VALD;HARIDUS;1667;1990;2210;200;45;94801;1423;33;61265;993;35;468257;0;8818;110;70544
2;Harju maakond;HARKU VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;3054;1990;2504;82;34;94801;1730;30;61265;1624;11;516005;0;8421;167;190039
2;Harju maakond;HARKU VALD;KUNST, MEELELAHUTUS JA VABA AEG;1662;1990;1650;303;52;94801;2403;32;61265;1384;52;244508;0;-4123;67;32011
2;Harju maakond;HARKU VALD;MUUD TEENINDAVAD TEGEVUSED;1310;1990;1412;311;77;94801;4464;66;61265;3695;43;320900;100723;4702;113;53495
2;Harju maakond;HARKU VALD;Tegevusala määramata;1313;1990;1553;20;;94801;15;;61265;10;1;36685;0;-156;15;9571
2;Harju maakond;JÕELÄHTME VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;2120;1990;1537;44;13;94801;3921;11;61265;2697;19;1193201;74799;43954;71;79762
2;Harju maakond;JÕELÄHTME VALD;MÄETÖÖSTUS;;1990;2023;2;;94801;125;;61265;102;1;0;0;-1;;
2;Harju maakond;JÕELÄHTME VALD;TÖÖTLEV TÖÖSTUS;1724;1990;1777;151;90;94801;7202;73;61265;5634;97;21152308;3772210;-519863;1596;1416625
2;Harju maakond;JÕELÄHTME VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1761;1990;2631;8;5;94801;671;3;61265;176;5;545534;0;34387;19;17519
2;Harju maakond;JÕELÄHTME VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1967;1990;1859;12;4;94801;260;3;61265;213;4;1124431;0;110350;124;129022
2;Harju maakond;JÕELÄHTME VALD;EHITUS;1394;1990;1672;168;82;94801;11805;61;61265;9005;112;1523203;0;117580;192;114312
2;Harju maakond;JÕELÄHTME VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1824;1990;1690;237;102;94801;16528;61;61265;10832;140;12259328;393891;1197755;662;583159
2;Harju maakond;JÕELÄHTME VALD;VEONDUS JA LAONDUS;1685;1990;1744;116;58;94801;5379;47;61265;4050;66;3207220;879804;45470;214;170164
2;Harju maakond;JÕELÄHTME VALD;MAJUTUS JA TOITLUSTUS;1109;1990;1240;47;12;94801;3195;9;61265;2434;14;75774;0;-577;26;12245
2;Harju maakond;JÕELÄHTME VALD;INFO JA SIDE;2109;1990;3416;66;26;94801;8079;14;61265;3502;32;105987;0;-18297;32;27867
2;Harju maakond;JÕELÄHTME VALD;FINANTS- JA KINDLUSTUSTEGEVUS;2650;1990;3137;38;7;94801;1071;6;61265;732;6;97555;0;15667;18;25915
2;Harju maakond;JÕELÄHTME VALD;KINNISVARAALANE TEGEVUS;1248;1990;1490;163;44;94801;7026;20;61265;2938;50;750071;0;86966;27;10531
2;Harju maakond;JÕELÄHTME VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;3714;1990;2385;225;72;94801;14278;34;61265;7992;96;388700;0;35627;48;24280
2;Harju maakond;JÕELÄHTME VALD;HALDUS- JA ABITEGEVUSED;1813;1990;1879;124;44;94801;5226;23;61265;3252;50;3251566;0;310768;479;431721
2;Harju maakond;JÕELÄHTME VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1794;1990;2119;3;;94801;;;61265;;0;0;0;0;442;331766
2;Harju maakond;JÕELÄHTME VALD;HARIDUS;2018;1990;2210;50;8;94801;1423;7;61265;993;5;43243;0;6135;11;4479
2;Harju maakond;JÕELÄHTME VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;3056;1990;2504;25;9;94801;1730;9;61265;1624;2;35651;0;0;28;31137
2;Harju maakond;JÕELÄHTME VALD;KUNST, MEELELAHUTUS JA VABA AEG;1385;1990;1650;118;13;94801;2403;9;61265;1384;20;140676;0;2894;30;17726
2;Harju maakond;JÕELÄHTME VALD;MUUD TEENINDAVAD TEGEVUSED;1261;1990;1412;165;26;94801;4464;20;61265;3695;15;54977;0;2622;32;14131
2;Harju maakond;JÕELÄHTME VALD;Tegevusala määramata;;1990;1553;3;;94801;15;;61265;10;0;0;0;0;;
