Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
12078778;ICONSTUDIOS OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );2381,41;0;12447,13;
12078786;RÜÜTLI KÄSITÖÖKODA, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Järva ( Paide linn );;;;1
12078941;PERMER OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Saare ( Saaremaa vald );16141,21;17015,69;;6
12079024;HRK STYLE OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );196,85;52,68;98,37;
12079047;SILKY HOME, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Rae vald );945,34;1128,64;;1
12079159;KINGLOOM, OÜ;Äriühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Lääne-Viru ( Haljala vald );501,35;407,5;3445;1
12079202;AIMAR KASAK;FIE;ei;EHITUS;Võru ( Rõuge vald );;;;1
12079225;ARTEL LINDEN OÜ;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );500;0;;
12079294;KORE, OÜ;Äriühing;jah;EHITUS;Järva ( Paide linn );;;2227,2;
12079320;MAX LTD CO OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );17739,03;6719,16;94473,78;2
12079366;KAIA ROOSA, OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );116,15;205,36;;2
12079372;HANDCRAFTYS, OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Harku vald );2798,47;1006,34;10804,7;1
12079426;AIRMONITOR OÜ;Äriühing;jah;EHITUS;Pärnu ( Pärnu linn );2969,22;1098,59;24698,1;2
12079432;TAIPAN OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Saare ( Saaremaa vald );385,96;234,37;;
12079490;AMAR-SHAMS, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu vald );117,38;125,92;;
12079515;CAPRINO, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );830,03;932,55;;1
12079538;IRINA PLUSS, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );1564,1;1623,17;;3
12079573;KULDNE OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Ida-Viru ( Kohtla-Järve linn );1067,94;1173,25;;2
12079604;WIKING TYRES OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );1770,86;0;13864,39;
12079610;KINNISVARA FINANTSTEENUSED OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );31724,3;3634,98;94920;4
12079642;ESTATEC OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Nõo vald );1,1;0;5;
12079662;KAZEST OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );;;0;
12079691;MLA TEENUSED OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Põlva ( Põlva vald );8388,52;1741,03;17422;
12079716;KP DISAIN OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );293,66;362,29;;1
12079751;ZAN JARUN, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Ida-Viru ( Narva-Jõesuu linn );1703,58;0;8746,77;
12079768;AGROCOM TRADING OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );3979,95;4461,81;0;2
12079863;TEHNOLABOR OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );72,8;0;9095,69;
12079900;KEPS, OÜ;Äriühing;jah;EHITUS;Pärnu ( Tori vald );9386,7;10261,99;20,67;4
12079923;INKON EHITUS OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );80,3;0;3128;
12079946;ELLI FINANTS OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;0;
12079952;PAKIAUTOOSAD, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Harku vald );3933,33;1629,52;19685,31;
12079969;RAMIVAR EHITUS OÜ;Äriühing;ei;EHITUS;Viljandi ( Mulgi vald );1319,93;1342,36;;2
12079975;OPSV AUTO, UÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Ida-Viru ( Narva linn );0;62,2;;2
12080027;RUNEKS OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );1234,38;916,35;5227,64;1
12080047;JONAM OÜ;Äriühing;ei;VEONDUS JA LAONDUS;Harju ( Saku vald );517,75;537,24;;1
12080116;ANNEBURKS OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Saue vald );33081,54;19588,79;188627,69;12
12080139;FLOORWAVES OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Viljandi ( Mulgi vald );550,95;0;79999;1
12080145;SAULEP OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Tartu ( Kambja vald );297,28;0;1890;
12080174;PEETRIKESE OÜ;Äriühing;ei;HARIDUS;Harju ( Rae vald );207,5;50,7;;1
12080180;CÄRROT, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Raasiku vald );100;0;6614,9;
12080234;BONNIBELL, OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne-Viru ( Rakvere linn );1032,36;1114,96;;1
12080263;BALTICPOWERINVEST OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );4344,93;6208,17;83566,11;2
12080381;PRORENT OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Rapla ( Kehtna vald );25322,14;8374,52;151825,8;2
12080412;LATESTO VARAHALDUS, OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );47,75;0;0;
12080435;TP GROUP OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Saue vald );;;0;
12080464;TAMMEORU KODUD OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Keila linn );1023;0;4650;
12080524;JOEKOPP OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Järva ( Türi vald );12840,68;6616,16;49990;4
12080553;ISHVARA OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1060,52;0;;
12080599;KALAY ABI, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Järva ( Türi vald );1443,96;1511,54;;
12080688;VILPO OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Rakvere vald );13699,38;2776,22;79661,57;2
12080760;VERDE CONSULT OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );4094,26;1443,95;9159,68;1
12080783;VIVID VISUAL OÜ;Äriühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Harju ( Tallinn );979,56;1031,4;;
12080799;NORDIC GIFTS EESTI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );69425,99;69492,94;107751,15;46
12080808;OÜ UBERTE;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );5743,18;1336,97;72654,68;2
12080866;KRO FINVEST OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Saue vald );1456,78;1078,46;9591,34;1
12080889;OUNA AE OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Järva ( Türi vald );13,5;0;;
12080932;PUUSEPP OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Järva ( Paide linn );1789,09;753,38;7582,13;1
12080955;BALTIC BEACH HOLDING OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Lääne ( Haapsalu linn );185905,48;150299,31;1037918,84;88
12080978;REBECCA LIIS ARMUS OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Lääne-Viru ( Rakvere vald );3435,5;3796,79;110976,75;3
12080984;GROUNDFIRST OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );419;0;;
12081015;RIKA PUIT OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );12575,97;3980,07;33116,6;2
12081038;POCO LOCO OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );79,14;0;942,5;
12081050;M&M PROJEKT OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Lääne-Viru ( Tapa vald );33,48;0;;
12081104;KMH EHITUS OÜ;Äriühing;jah;EHITUS;Tartu ( Elva vald );12634,81;3560,53;71869,51;4
12081216;SIMATE OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Raasiku vald );1250;0;136,33;1
12081239;KODUKAMBER OÜ;Äriühing;jah;EHITUS;Lääne-Viru ( Rakvere vald );0;12586,21;498240,98;10
12081268;COUNTINGHOUSE OÜ;Äriühing;jah;FINANTS- JA KINDLUSTUSTEGEVUS;Pärnu ( Pärnu linn );7474,08;1605,68;158832,06;1
12081274;SAARE SERVICE OÜ;Äriühing;jah;EHITUS;Saare ( Saaremaa vald );1814,07;1102,72;10718,68;1
12081297;FURNA GRUPP, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );3260,39;3074,14;1200;5
12081305;KASELA GRUPP OÜ;Äriühing;jah;EHITUS;Rapla ( Märjamaa vald );14521,1;10231,91;35930,34;5
12081386;LESSOS MATUMBO OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;;2
12081400;TX BALTIC OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;2329,32;
12081529;CELOX CONSULTANCY OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );;;;
12081558;HEAT SERVICE, OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Põlva ( Kanepi vald );4564,97;1048,15;28419,4;1
12081570;RAEBURKS OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Saue vald );33767,52;19496,04;187926,07;10
12081587;BIBIX OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Tartu ( Tartu linn );7022,85;3405,6;19358,39;4
12081624;VAUR OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );214,28;0;4527,95;
12081676;KICKBIKE EESTI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Põlva vald );2199,49;0;14458,13;
12081699;BRADBURY TRADING, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );11233,21;2487,3;38982;
12081765;ELIANEX, OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );1303,72;0;6066;
12081771;OLED ILUS, OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Saare ( Saaremaa vald );402,98;431,7;;1
12081819;INTERPLUS OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Põlva ( Räpina vald );;;;1
12081892;WISEFAB OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );82385,33;88644,11;1640905,21;28
12081914;REMHUS OÜ;Äriühing;jah;EHITUS;Põlva ( Põlva vald );2013,94;1286,22;8961,16;3
12082003;TTR VARAD OÜ;Äriühing;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Tallinn );67,55;0;;
12082090;EESTI PORTSELAN HOLDING OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Lääne-Viru ( Vinni vald );89,1;0;;
12082150;NORDAID OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Tallinn );21878,17;27527,11;159423,16;7
12082167;BUSINESS TOOLKIT OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Tallinn );316,58;0;15809;
12082173;HEIX24H OÜ;Äriühing;jah;EHITUS;Tartu ( Tartu linn );;;203,5;
12082210;ESTRUSEMERALD OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Jõhvi vald );;;0;
12082227;ASB SERVICE OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );123,42;0;93345,84;
12082244;ÕISMÄE TALU OÜ;Äriühing;ei;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Saue vald );;;;1
12082279;CONSTRUCTION CONSULTING GROUP OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );804,2;854,2;;1
12082309;KIVIJÄRVE AGRO OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Jõgeva ( Jõgeva vald );0;57,75;0;
12082345;SNT OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Tartu ( Tartu linn );236,99;0;1542,13;
12082374;MASTERCON OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );59894,91;62582,36;157882,07;7
12082428;GALATHEA, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );46648,1;1657,35;141447,72;
12082546;FAST RAKENNUS OÜ;Äriühing;ei;EHITUS;Harju ( Saue vald );;;;1
12082552;SIIMAN SERVICE OÜ;Äriühing;jah;EHITUS;Tartu ( Elva vald );734,2;689,24;32556,38;
12082629;SNEMAR OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Anija vald );;;;1
12082701;PEIPSI LAGUUN OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Ida-Viru ( Alutaguse vald );65;0;;
12082718;REAL WEB OÜ;Äriühing;ei;INFO JA SIDE;Harju ( Tallinn );1943,78;2011,8;;1
12082767;TUULIS RT, OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Põlva ( Põlva vald );944,53;358,56;3180,86;1
12082782;NORMARUS OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";;200;0;;
12082807;KOHTLABURKS OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Saue vald );26622,05;16120,59;168112,19;11
12082836;PIRBURKS OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Saue vald );27951,86;17158,24;177209,99;15
12082859;RINGBURKS OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Saue vald );1118,37;105,41;16668,53;
12082888;FINANTSSTUUDIO OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Rae vald );454,52;0;2349,18;
12082919;VÕIDUST OÜ;Äriühing;jah;EHITUS;Viljandi ( Põhja-Sakala vald );3519,63;2055,72;30936;4
12082996;AAVIKU KOERTEKESKUS, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Rae vald );525,27;509,85;10934,43;1
12083054;NARA INTERNATIONAL OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );;;4500;
12083089;DATOR, OÜ;Äriühing;jah;INFO JA SIDE;Põlva ( Räpina vald );18847,3;12305,83;25100,43;1
12083155;PRANGLI MARDI PUHKETALU OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Harju ( Viimsi vald );981,78;1044;3521,72;1
12083161;INFOLEHT OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );764,77;0;13293,54;1
12083209;IMPEX OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );2766,9;62,56;16876,98;1
12083238;RS PAINTBOOK OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Rapla ( Rapla vald );9798,86;5358,81;36978,46;1
12083310;VETRICON, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Saue vald );3278,93;1663,48;17802;2
12083327;AGERATUM, OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );;;0;
12083333;DIGIBIRD OÜ;Äriühing;jah;INFO JA SIDE;Harju ( Harku vald );;;125;
12083348;LEONHARD WEISS OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );3035134,07;1938486,13;24460480,94;422
12083356;MAREST OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Lääne-Harju vald );1775,13;1781,39;11686,27;2
12083445;VELIRTON OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Harju ( Tallinn );2643,82;1680,32;9899,06;1
12083563;NOVICENT OÜ;Äriühing;ei;HARIDUS;Harju ( Tallinn );;;;1
12083586;AT PUITTOOTED OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Saare ( Saaremaa vald );1006,83;906,65;3075,35;1
12083617;TRAINY, OÜ;Äriühing;jah;MUUD TEENINDAVAD TEGEVUSED;Viljandi ( Viljandi linn );;;0;
12083698;ESTAL METALL OÜ;Äriühing;jah;EHITUS;Harju ( Lääne-Harju vald );2151,14;672,59;26817,23;
12083758;SRS DISAIN OÜ;Äriühing;ei;VEONDUS JA LAONDUS;Harju ( Tallinn );1446,7;737,02;;1
12083818;UKOSENT OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Lääne ( Haapsalu linn );798,58;851,83;;1
12083860;SUMMERGOLD, OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Saue vald );3520,62;972,14;14225,96;1
12083942;FORE OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );127,04;0;0;
12084002;SNOW & WAKEBOARD SOLUTIONS OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Põlva ( Kanepi vald );23528,21;17646,92;89476,66;11
12084060;LIGHT ELEKTER OÜ;Äriühing;jah;EHITUS;Harju ( Harku vald );5234,53;4492,44;13162,46;2
12084143;LUMIRAN OÜ;Äriühing;ei;MUUD TEENINDAVAD TEGEVUSED;Pärnu ( Pärnu linn );779,9;833,18;;1
12084172;RUBY GRUPP, OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Jõgeva ( Jõgeva vald );26004,72;25472,46;266447;7
12084195;JT HOLDING OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Harku vald );25958,76;2912,53;104617,28;
12084212;SAKA METS OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Lääne-Viru ( Rakvere vald );4261,52;1277,79;7365;1
12084232;INTROX OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Jõhvi vald );16583,8;4846,13;125740,53;4
12084255;A.H. STEEL BUILDING OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Viljandi ( Mulgi vald );;;0;
12084456;EGOLEX OÜ;Äriühing;jah;INFO JA SIDE;Viljandi ( Mulgi vald );94,92;0;1319,63;
12084491;MUTKA OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Pärnu ( Pärnu linn );13852,97;2092,5;20042;
12084506;RIVERANT OÜ;Äriühing;jah;INFO JA SIDE;Saare ( Saaremaa vald );13334,19;8348,35;24742,68;3
12084545;FINEST TRIO OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Harju ( Viimsi vald );912,08;953,03;0;1
12084574;VARIKU LIIV, OÜ;Äriühing;jah;MÄETÖÖSTUS;Lääne ( Lääne-Nigula vald );3490,22;3499,42;1667,84;1
12084640;JERMAK, OÜ;Äriühing;ei;TÖÖTLEV TÖÖSTUS;Ida-Viru ( Sillamäe linn );32,89;0;;
12084692;SENATA GRUPP OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Keila linn );189,39;0;2123,66;
12084717;TOOMINGAS OÜ;Äriühing;jah;KUNST, MEELELAHUTUS JA VABA AEG;Tartu ( Tartu linn );6367,13;2929,28;31255,05;2
12084723;MM METALL OÜ;Äriühing;jah;EHITUS;Harju ( Keila linn );62,47;0;9428,21;
12084769;BETMON OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Jõelähtme vald );3,25;0;;
12084798;ASTELIA OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );857,57;904,87;;
12084812;NUFU, OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Harju ( Tallinn );8;0;3128,4;
12084841;CRYSTAL SOLUTIONS OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );600;0;;
12084864;TEEMANTPOISS OÜ;Äriühing;jah;EHITUS;Harju ( Tallinn );21376,56;9057,16;237213,77;5
12084870;MERBOND PUHASTUSTEENUSED OÜ;Äriühing;ei;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );104,32;105,85;;1
12084893;CTT LOGISTIC OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );19106,01;10475,73;102216,47;6
12084901;A-INVESTMENT, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Tartu ( Tartu linn );4307,68;1225,38;;2
12084953;KAKUMETSA KALAKASVATUSE OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Tartu ( Luunja vald );;;0;
12084964;ONABIX OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Jõgeva ( Põltsamaa vald );1589,65;1589,65;;
12084999;AMV METALL OÜ;Äriühing;jah;TÖÖTLEV TÖÖSTUS;Viljandi ( Mulgi vald );319593,23;142039,64;1593477,69;41
12085007;AASAMURU OÜ;Äriühing;jah;HALDUS- JA ABITEGEVUSED;Harju ( Tallinn );220;220;1730,29;1
12085042;MOKSIK OÜ;Äriühing;jah;MAJUTUS JA TOITLUSTUS;Võru ( Võru linn );1880,97;1119,13;23286,57;8
12085094;A.TÕNNISSON INSENERIBÜROO OÜ;Äriühing;jah;INFO JA SIDE;Tartu ( Tartu linn );1547,92;172,7;7185;
12085102;RANEX GRUPP OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Kambja vald );8740,83;4703,89;83752,89;4
12085131;KUNSTIPÕNNID, OÜ;Äriühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Tartu ( Tartu linn );36768,32;30247,97;;15
12085154;TUGRIK OÜ;Äriühing;jah;INFO JA SIDE;Tartu ( Tartu linn );95,14;0;75714,86;
12085237;LEOKITALU OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Võru ( Võru vald );2753,38;907,98;26345,92;2
12085243;MINA PROJEKT OÜ;Äriühing;jah;EHITUS;Saare ( Saaremaa vald );766,87;701,22;1620,92;
12085272;NV MOTORS OÜ;Äriühing;ei;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Ida-Viru ( Narva-Jõesuu linn );;;;2
12085316;ROCK-1 OÜ;Äriühing;jah;EHITUS;;6368,3;6651,29;11260,46;1
12085349;M KIOSK OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Tartu ( Tartu linn );0;0;4551,66;
12085355;TOKA INVESTMENT OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Rapla ( Kohila vald );14536,66;7600,7;45672;3
12085384;GRELLEP OÜ;Äriühing;ei;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Tallinn );381,93;381,93;;
12085415;FINLIGHTER OÜ;Äriühing;jah;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;Harju ( Keila linn );9555,68;3602,72;28800;1
12085496;HOMI OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );254,61;0;;
12085545;SEPA METS OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Rapla ( Märjamaa vald );156,91;53,1;240;1
12085556;ELISE KV, OÜ;Äriühing;ei;EHITUS;Harju ( Jõelähtme vald );391,39;0;;
12085616;ALLIKIVI OÜ;Äriühing;jah;"HULGI- JA JAEKAUBANDUS; MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT";Pärnu ( Pärnu linn );7053,27;5011,18;52814,69;7
12085645;YODA OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1705,01;1046,08;4833,12;1
12085668;TRIO WEB, OÜ;Äriühing;ei;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );250,31;75,27;;
12085697;CHRISTIAN AYRER OÜ;Äriühing;jah;KINNISVARAALANE TEGEVUS;Harju ( Tallinn );1873,47;0;0;
12085728;MUINASMAA TALU OÜ;Äriühing;jah;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;Põlva ( Räpina vald );5583,7;2933,86;36498,1;2
12085763;ETG OÜ;Äriühing;jah;VEONDUS JA LAONDUS;Harju ( Tallinn );1419,82;979,97;35567;1
